t	V
64.000000	-40.168332
64.100000	-40.194819
64.200000	-40.177681
64.300000	-40.122440
64.400000	-40.033902
64.500000	-39.916253
64.600000	-39.773145
64.700000	-39.607766
64.800000	-39.422904
64.900000	-39.221003
65.000000	-39.004207
65.100000	-38.774399
65.200000	-38.533238
65.300000	-38.282187
65.400000	-38.022540
65.500000	-37.755441
65.600000	-37.481904
65.700000	-37.202830
65.800000	-36.919021
65.900000	-36.631193
66.000000	-36.339983
66.100000	-36.045961
66.200000	-35.749639
66.300000	-35.451474
66.400000	-35.151878
66.500000	-34.851222
66.600000	-34.549836
66.700000	-34.248023
66.800000	-33.946051
66.900000	-33.644165
67.000000	-33.342586
67.100000	-33.041511
67.200000	-32.741121
67.300000	-32.441578
67.400000	-32.143028
67.500000	-31.845602
67.600000	-31.549420
67.700000	-31.254589
67.800000	-30.961204
67.900000	-30.669350
68.000000	-30.379105
68.100000	-30.090537
68.200000	-29.803706
68.300000	-29.518664
68.400000	-29.235457
68.500000	-28.954126
68.600000	-28.674703
68.700000	-28.397219
68.800000	-28.121694
68.900000	-27.848149
69.000000	-27.576596
69.100000	-27.307045
69.200000	-27.039502
69.300000	-26.773967
69.400000	-26.510439
69.500000	-26.248911
69.600000	-25.989375
69.700000	-25.731818
69.800000	-25.476224
69.900000	-25.222574
70.000000	-24.970846
70.100000	-24.721016
70.200000	-24.473055
70.300000	-24.226933
70.400000	-23.982616
70.500000	-23.740066
70.600000	-23.499245
70.700000	-23.260110
70.800000	-23.022613
70.900000	-22.786706
71.000000	-22.552335
71.100000	-22.319445
71.200000	-22.087974
71.300000	-21.857859
71.400000	-21.629029
71.500000	-21.401412
71.600000	-21.174929
71.700000	-20.949495
71.800000	-20.725021
71.900000	-20.501409
72.000000	-20.278555
72.100000	-20.056347
72.200000	-19.834663
72.300000	-19.613373
72.400000	-19.392334
72.500000	-19.171391
72.600000	-18.950376
72.700000	-18.729105
72.800000	-18.507376
72.900000	-18.284966
73.000000	-18.061630
73.100000	-17.837097
73.200000	-17.611067
73.300000	-17.383203
73.400000	-17.153131
73.500000	-16.920430
73.600000	-16.684626
73.700000	-16.445184
73.800000	-16.201496
73.900000	-15.952869
74.000000	-15.698507
74.100000	-15.437499
74.200000	-15.168789
74.300000	-14.891148
74.400000	-14.603143
74.500000	-14.303089
74.600000	-13.988993
74.700000	-13.658481
74.800000	-13.308709
74.900000	-12.936238
75.000000	-12.536884
75.100000	-12.105501
75.200000	-11.635710
75.300000	-11.119521
75.400000	-10.546820
75.500000	-9.904673
75.600000	-9.176362
75.700000	-8.340088
75.800000	-7.367241
75.900000	-6.220292
76.000000	-4.850685
76.100000	-3.198165
76.200000	-1.195430
76.300000	1.214153
76.400000	4.037548
76.500000	7.182228
76.600000	10.444773
76.700000	13.577230
76.800000	16.380222
76.900000	18.745250
77.000000	20.642535
77.100000	22.091406
77.200000	23.135757
77.300000	23.828741
77.400000	24.224376
77.500000	24.373331
77.600000	24.321034
77.700000	24.107050
77.800000	23.765117
77.900000	23.323532
78.000000	22.805696
78.100000	22.230702
78.200000	21.613936
78.300000	20.967625
78.400000	20.301351
78.500000	19.622487
78.600000	18.936588
78.700000	18.247713
78.800000	17.558701
78.900000	16.871389
79.000000	16.186796
79.100000	15.505261
79.200000	14.826548
79.300000	14.149929
79.400000	13.474225
79.500000	12.797833
79.600000	12.118727
79.700000	11.434423
79.800000	10.741931
79.900000	10.037656
80.000000	9.317273
80.100000	8.575535
80.200000	7.806019
80.300000	7.000770
80.400000	6.149821
80.500000	5.240530
80.600000	4.256699
80.700000	3.177420
80.800000	1.975653
80.900000	0.616727
81.000000	-0.942598
81.100000	-2.752872
81.200000	-4.865233
81.300000	-7.314992
81.400000	-10.095294
81.500000	-13.134121
81.600000	-16.299010
81.700000	-19.435916
81.800000	-22.414286
81.900000	-25.149442
82.000000	-27.600798
82.100000	-29.759508
82.200000	-31.635915
82.300000	-33.250372
82.400000	-34.627452
82.500000	-35.792596
82.600000	-36.770314
82.700000	-37.583291
82.800000	-38.252036
82.900000	-38.794812
83.000000	-39.227730
83.100000	-39.564908
83.200000	-39.818673
83.300000	-39.999758
83.400000	-40.117492
83.500000	-40.179985
83.600000	-40.194277
83.700000	-40.166490
83.800000	-40.101945
83.900000	-40.005274
84.000000	-39.880513
84.100000	-39.731184
84.200000	-39.560362
84.300000	-39.370740
84.400000	-39.164677
84.500000	-38.944243
84.600000	-38.711260
84.700000	-38.467332
84.800000	-38.213874
84.900000	-37.952137
85.000000	-37.683230
85.100000	-37.408136
85.200000	-37.127727
85.300000	-36.842782
85.400000	-36.553994
85.500000	-36.261983
85.600000	-35.967301
85.700000	-35.670446
85.800000	-35.371862
85.900000	-35.071949
86.000000	-34.771068
86.100000	-34.469540
86.200000	-34.167659
86.300000	-33.865688
86.400000	-33.563863
86.500000	-33.262399
86.600000	-32.961490
86.700000	-32.661311
86.800000	-32.362018
86.900000	-32.063755
87.000000	-31.766649
87.100000	-31.470817
87.200000	-31.176361
87.300000	-30.883375
87.400000	-30.591943
87.500000	-30.302138
87.600000	-30.014027
87.700000	-29.727667
87.800000	-29.443109
87.900000	-29.160398
88.000000	-28.879571
88.100000	-28.600662
88.200000	-28.323697
88.300000	-28.048698
88.400000	-27.775681
88.500000	-27.504661
88.600000	-27.235644
88.700000	-26.968635
88.800000	-26.703634
88.900000	-26.440639
89.000000	-26.179643
89.100000	-25.920635
89.200000	-25.663602
89.300000	-25.408527
89.400000	-25.155391
89.500000	-24.904171
89.600000	-24.654841
89.700000	-24.407373
89.800000	-24.161734
89.900000	-23.917891
90.000000	-23.675806
90.100000	-23.435438
90.200000	-23.196743
90.300000	-22.959674
90.400000	-22.724182
90.500000	-22.490211
90.600000	-22.257704
90.700000	-22.026601
90.800000	-21.796834
90.900000	-21.568335
91.000000	-21.341028
91.100000	-21.114832
91.200000	-20.889663
91.300000	-20.665428
91.400000	-20.442028
91.500000	-20.219357
91.600000	-19.997301
91.700000	-19.775735
91.800000	-19.554526
91.900000	-19.333528
92.000000	-19.112583
92.100000	-18.891519
92.200000	-18.670147
92.300000	-18.448259
92.400000	-18.225627
92.500000	-18.002001
92.600000	-17.777100
92.700000	-17.550616
92.800000	-17.322203
92.900000	-17.091474
93.000000	-16.857996
93.100000	-16.621279
93.200000	-16.380770
93.300000	-16.135838
93.400000	-15.885767
93.500000	-15.629731
93.600000	-15.366783
93.700000	-15.095823
93.800000	-14.815574
93.900000	-14.524538
94.000000	-14.220956
94.100000	-13.902740
94.200000	-13.567402
94.300000	-13.211952
94.400000	-12.832771
94.500000	-12.425440
94.600000	-11.984517
94.700000	-11.503234
94.800000	-10.973094
94.900000	-10.383310
95.000000	-9.720047
95.100000	-8.965377
95.200000	-8.095876
95.300000	-7.080778
95.400000	-5.879805
95.500000	-4.441229
95.600000	-2.702102
95.700000	-0.595453
95.800000	1.926859
95.900000	4.849769
96.000000	8.049278
96.100000	11.300854
96.200000	14.361541
96.300000	17.054830
96.400000	19.295727
96.500000	21.070409
96.600000	22.406745
96.700000	23.352247
96.800000	23.960905
96.900000	24.286135
97.000000	24.377329
97.100000	24.278381
97.200000	24.027282
97.300000	23.656276
97.400000	23.192300
97.500000	22.657550
97.600000	22.070076
97.700000	21.444370
97.800000	20.791909
97.900000	20.121645
98.000000	19.440434
98.100000	18.753401
98.200000	18.064258
98.300000	17.375555
98.400000	16.688898
98.500000	16.005111
98.600000	15.324371
98.700000	14.646306
98.800000	13.970063
98.900000	13.294350
99.000000	12.617452
99.100000	11.937224
99.200000	11.251056
99.300000	10.555806
99.400000	9.847701
99.500000	9.122190
99.600000	8.373742
99.700000	7.595566
99.800000	6.779225
99.900000	5.914111
100.000000	4.986735
100.100000	3.979769
100.200000	2.870819
100.300000	1.630957
100.400000	0.223271
100.500000	-1.397699
100.600000	-3.283642
100.700000	-5.483566
100.800000	-8.024375
100.900000	-10.883409
101.000000	-13.970502
101.100000	-17.142705
101.200000	-20.248439
101.300000	-23.168360
101.400000	-25.830393
101.500000	-28.203734
101.600000	-30.285754
101.700000	-32.090203
101.800000	-33.639004
101.900000	-34.957209
102.000000	-36.070142
102.100000	-37.001886
102.200000	-37.774567
102.300000	-38.408093
102.400000	-38.920143
